,prj_name,duong,xa,huyen,tinh,ref_xa_code,ref_huyen_code,ref_tinh_code,area,pn,price,source,unit_price
248,the-sakura-vinhomes-smart-city,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,43.0,-1,2000000000.0,bds,46511627.906976745
252,sunshine-garden,duong-duong-van-be,phuong-vinh-tuy,quan-hai-ba-trung,thanh-pho-ha-noi,195334,149556,148873,108.0,3,4100000000.0,bds,37962962.96296296
253,res-green-tower,duong-thoai-ngoc-hau,phuong-hoa-thanh,quan-tan-phu,thanh-pho-ho-chi-minh,195551,184080,180175,55.0,2,2700000000.0,bds,49090909.09090909
254,khu-do-thi-my-dinh-song-da-sudico,duong-pham-hung,phuong-my-dinh-1,quan-nam-tu-liem,thanh-pho-ha-noi,195372,150671,148873,100.0,3,4050000000.0,bds,40500000.0
255,urban-green,duong-so-6,phuong-hiep-binh-phuoc,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772589,772629,180175,82.3,2,4300000000.0,bds,52247873.633049816
257,vinhomes-smart-city,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,65.0,2,2600000000.0,bds,40000000.0
260,vcn-phuoc-long,nan,phuong-phuoc-hai,thanh-pho-nha-trang,tinh-khanh-hoa,358193,336201,336200,70.0,2,1645000000.0,bds,23500000.0
263,times-city,duong-minh-khai,phuong-vinh-tuy,quan-hai-ba-trung,thanh-pho-ha-noi,195334,149556,148873,115.0,3,5650000000.0,bds,49130434.782608695
266,empire-city-thu-thiem,duong-mai-chi-tho,phuong-thu-thiem,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772623,772629,180175,146.0,3,18000000000.0,bds,123287671.23287672
269,splus-riverview,duong-vinh-phu-38,phuong-vinh-phu,thanh-pho-thuan-an,tinh-binh-duong,359433,345945,345944,53.35,2,1150000000.0,bds,21555763.82380506
272,vista-verde,duong-phan-van-dang,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,59.9,1,4200000000.0,bds,70116861.43572621
274,ho-guom-plaza,duong-tran-phu,phuong-mo-lao,quan-ha-dong,thanh-pho-ha-noi,195400,149779,148873,130.0,4,4690000000.0,bds,36076923.07692308
276,vista-verde,duong-phan-van-dang,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,46.0,1,3500000000.0,bds,76086956.52173913
277,the-manor-ha-noi,duong-do-dinh-thien,phuong-my-dinh-1,quan-nam-tu-liem,thanh-pho-ha-noi,195372,150671,148873,193.0,3,9550000000.0,bds,49481865.28497409
278,the-zenpark,duong-dong-du-1,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,74.8,2,2850000000.0,bds,38101604.27807487
280,hado-centrosa-garden,duong-3-2-2,phuong-12,quan-10,thanh-pho-ho-chi-minh,195591,183017,180175,86.0,2,6800000000.0,bds,79069767.44186047
281,c-skyview,duong-d8,phuong-chanh-nghia,thanh-pho-thu-dau-mot,tinh-binh-duong,359358,346308,345944,80.0,2,1900000000.0,bds,23750000.0
283,hoang-huy-commerce,duong-vo-nguyen-giap,phuong-kenh-duong,quan-le-chan,thanh-pho-hai-phong,195799,153030,152792,52.0,-1,1600000000.0,bds,30769230.769230768
284,berriver-long-bien,duong-nguyen-van-cu-1,phuong-bo-de,quan-long-bien,thanh-pho-ha-noi,195285,150530,148873,80.0,3,4000000000.0,bds,50000000.0
285,gateway-thao-dien,duong-xa-lo-ha-noi,phuong-thao-dien,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772622,772629,180175,59.65,1,5200000000.0,bds,87175188.60016765
286,vinhomes-central-park,duong-dien-bien-phu,phuong-22,quan-binh-thanh,thanh-pho-ho-chi-minh,195525,184576,180175,106.0,3,9500000000.0,bds,89622641.50943395
288,bcons-garden,duong-pham-huu-lau,phuong-di-an,thanh-pho-di-an,tinh-binh-duong,728777,728081,345944,57.0,2,1360000000.0,bds,23859649.12280702
289,indochina-plaza-hanoi,duong-xuan-thuy,phuong-dich-vong-hau,quan-cau-giay,thanh-pho-ha-noi,195295,149252,148873,117.0,3,5900000000.0,bds,50427350.427350424
291,anland-lakeview,duong-ngo-thi-nham,phuong-duong-noi,quan-ha-dong,thanh-pho-ha-noi,195413,149779,148873,73.6,3,3400000000.0,bds,46195652.17391305
292,masteri-west-heights,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,83.0,3,5000000000.0,bds,60240963.855421685
293,thanh-xuan-complex,pho-le-van-thiem,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,86.8,2,5100000000.0,bds,58755760.368663594
294,the-matrix-one,duong-le-quang-dao,phuong-me-tri,quan-nam-tu-liem,thanh-pho-ha-noi,195375,150671,148873,111.98,3,6000000000.0,bds,53580996.60653688
296,sky-9,duong-lien,phuong-phu-huu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772606,772629,180175,46.0,1,1150000000.0,bds,25000000.0
298,the-beverly-vinhomes-grand-park,nan,phuong-long-thanh-my,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772604,772629,180175,80.0,2,4800000000.0,bds,60000000.0
300,him-lam-cho-lon,duong-hau-giang,phuong-11,quan-6,thanh-pho-ho-chi-minh,195655,182066,180175,83.0,2,3280000000.0,bds,39518072.28915662
302,the-manor-tp-ho-chi-minh,duong-nguyen-huu-canh,phuong-22,quan-binh-thanh,thanh-pho-ho-chi-minh,195525,184576,180175,101.0,2,5400000000.0,bds,53465346.53465346
305,vinhomes-green-bay-me-tri,duong-dai-lo-thang-long,phuong-me-tri,quan-nam-tu-liem,thanh-pho-ha-noi,195375,150671,148873,72.0,2,3150000000.0,bds,43750000.0
307,vinhomes-green-bay-me-tri,duong-dai-lo-thang-long,phuong-me-tri,quan-nam-tu-liem,thanh-pho-ha-noi,195375,150671,148873,59.0,2,2500000000.0,bds,42372881.355932206
310,vinhomes-green-bay-me-tri,duong-dai-lo-thang-long,phuong-me-tri,quan-nam-tu-liem,thanh-pho-ha-noi,195375,150671,148873,70.0,2,3000000000.0,bds,42857142.85714286
315,goldmark-city,duong-ho-tung-mau,phuong-phu-dien,quan-bac-tu-liem,thanh-pho-ha-noi,195397,149087,148873,135.0,3,5100000000.0,bds,37777777.777777776
316,charm-city,duong-dt-743,phuong-di-an,thanh-pho-di-an,tinh-binh-duong,728777,728081,345944,55.0,2,1460000000.0,bds,26545454.545454547
318,vinhomes-ocean-park-gia-lam,nan,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,43.0,1,1360000000.0,bds,31627906.976744186
319,one-verandah-mapletree,duong-bat-nan,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,77.0,2,4650000000.0,bds,60389610.38961039
320,imperia-smart-city,duong-dai-lo-thang-long,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,75.6,3,4300000000.0,bds,56878306.87830688
323,urban-green,duong-so-6,phuong-hiep-binh-phuoc,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772589,772629,180175,82.0,2,4670000000.0,bds,56951219.512195125
324,chung-cu-bo-cong-an,duong-3-8,phuong-binh-an,thanh-pho-di-an,tinh-binh-duong,728775,728081,345944,72.91,3,3800000000.0,bds,52119050.88465232
329,khu-do-thi-moi-dinh-cong,nan,phuong-dinh-cong,quan-hoang-mai,thanh-pho-ha-noi,195342,150379,148873,78.0,3,2880000000.0,bds,36923076.92307692
330,saigon-pearl,duong-nguyen-huu-canh,phuong-22,quan-binh-thanh,thanh-pho-ho-chi-minh,195525,184576,180175,133.0,3,6900000000.0,bds,51879699.2481203
331,sunview-town,duong-go-dua,phuong-hiep-binh-phuoc,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772589,772629,180175,57.0,2,1640000000.0,bds,28771929.824561402
332,q7-saigon-riverside,duong-dao-tri,phuong-phu-thuan,quan-7,thanh-pho-ho-chi-minh,195695,182215,180175,86.0,2,3490000000.0,bds,40581395.34883721
334,sunview-town,duong-go-dua,phuong-hiep-binh-phuoc,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772589,772629,180175,57.0,2,1650000000.0,bds,28947368.42105263
335,the-emerald,nan,phuong-my-dinh-1,quan-nam-tu-liem,thanh-pho-ha-noi,195372,150671,148873,89.0,3,4700000000.0,bds,52808988.76404494
336,chung-cu-tay-nam-dh-thuong-mai,nan,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,128.0,3,6100000000.0,bds,47656250.0
337,vinhomes-golden-river-ba-son,pho-ton-duc-thang,phuong-ben-nghe,quan-1,thanh-pho-ho-chi-minh,195448,180176,180175,74.0,2,10500000000.0,bds,141891891.8918919
338,the-era-town,duong-15b,phuong-phu-my,quan-7,thanh-pho-ho-chi-minh,195698,182215,180175,50.0,1,1350000000.0,bds,27000000.0
342,sunview-town,duong-go-dua,phuong-hiep-binh-phuoc,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772589,772629,180175,58.0,2,1700000000.0,bds,29310344.827586208
343,goldmark-city,duong-ho-tung-mau,phuong-phu-dien,quan-bac-tu-liem,thanh-pho-ha-noi,195397,149087,148873,139.0,3,4000000000.0,bds,28776978.417266186
345,imperia-an-phu,nan,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,137.0,3,6100000000.0,bds,44525547.44525547
346,vinhomes-smart-city,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,55.0,2,2380000000.0,bds,43272727.27272727
347,my-dinh-pearl,nan,phuong-phu-do,quan-nam-tu-liem,thanh-pho-ha-noi,195376,150671,148873,93.0,3,4800000000.0,bds,51612903.22580645
349,vinhomes-gardenia,duong-ham-nghi,phuong-cau-dien,quan-nam-tu-liem,thanh-pho-ha-noi,195369,150671,148873,80.0,2,4000000000.0,bds,50000000.0
350,hc-golden-city,nan,phuong-bo-de,quan-long-bien,thanh-pho-ha-noi,195285,150530,148873,87.0,3,4100000000.0,bds,47126436.78160919
351,the-matrix-one,duong-le-quang-dao,phuong-me-tri,quan-nam-tu-liem,thanh-pho-ha-noi,195375,150671,148873,87.0,2,4800000000.0,bds,55172413.79310345
353,homyland-riverside,duong-nguyen-duy-trinh,phuong-binh-trung-dong,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772617,772629,180175,75.0,2,2925000000.0,bds,39000000.0
355,sunrise-city,duong-nguyen-huu-tho,phuong-tan-hung,quan-7,thanh-pho-ho-chi-minh,195692,182215,180175,129.0,3,5700000000.0,bds,44186046.511627905
357,new-city-thu-thiem,duong-mai-chi-tho,phuong-binh-khanh,thanh-pho-long-xuyen,tinh-an-giang,137927,137763,137762,85.0,3,5300000000.0,bds,62352941.176470585
358,goldmark-city,duong-ho-tung-mau,phuong-phu-dien,quan-bac-tu-liem,thanh-pho-ha-noi,195397,149087,148873,86.0,2,2500000000.0,bds,29069767.441860463
359,khu-do-thi-trung-hoa-nhan-chinh,pho-hoang-dao-thuy,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,80.0,3,3550000000.0,bds,44375000.0
361,iris-garden,duong-tran-huu-duc,phuong-me-tri,quan-nam-tu-liem,thanh-pho-ha-noi,195375,150671,148873,62.0,2,2950000000.0,bds,47580645.161290325
363,hc-golden-city,pho-hong-tien,phuong-bo-de,quan-long-bien,thanh-pho-ha-noi,195285,150530,148873,82.1,3,3900000000.0,bds,47503045.06699148
365,feliz-en-vista,duong-dong-van-cong,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,181.0,4,17500000000.0,bds,96685082.87292817
366,the-zenpark,duong-dong-du-1,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,64.0,2,2900000000.0,bds,45312500.0
368,hc-golden-city,nan,phuong-bo-de,quan-long-bien,thanh-pho-ha-noi,195285,150530,148873,82.0,3,3900000000.0,bds,47560975.6097561
369,vista-verde,duong-phan-van-dang,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,160.0,4,11000000000.0,bds,68750000.0
374,vinhomes-smart-city,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,54.0,2,2340000000.0,bds,43333333.333333336
375,the-beverly-vinhomes-grand-park,nan,phuong-long-thanh-my,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772604,772629,180175,100.0,3,6100000000.0,bds,61000000.0
376,hateco-laroma,duong-huynh-thuc-khang,phuong-lang-thuong,quan-dong-da,thanh-pho-ha-noi,195302,149387,148873,95.0,3,7150000000.0,bds,75263157.89473684
379,can-ho-florita-duc-khai,nan,phuong-tan-hung,quan-7,thanh-pho-ho-chi-minh,195692,182215,180175,69.0,2,3100000000.0,bds,44927536.231884055
382,the-manor-tp-ho-chi-minh,duong-nguyen-huu-canh,phuong-22,quan-binh-thanh,thanh-pho-ho-chi-minh,195525,184576,180175,100.0,3,5700000000.0,bds,57000000.0
384,sun-cosmo-residence,duong-tran-thi-ly,phuong-my-an,quan-ngu-hanh-son,thanh-pho-da-nang,357484,277900,277892,48.6,2,2600000000.0,bds,53497942.386831276
385,iris-garden,duong-tran-huu-duc,phuong-me-tri,quan-nam-tu-liem,thanh-pho-ha-noi,195375,150671,148873,104.0,3,4400000000.0,bds,42307692.307692304
386,vinhomes-central-park,duong-dien-bien-phu,phuong-22,quan-binh-thanh,thanh-pho-ho-chi-minh,195525,184576,180175,153.6,4,16500000000.0,bds,107421875.0
388,thao-dien-green,duong-nguyen-van-huong,phuong-thao-dien,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772622,772629,180175,83.59,2,14500000000.0,bds,173465725.565259
389,westgate,duong-tan-tuc,thi-tran-tan-tuc,huyen-binh-chanh,thanh-pho-ho-chi-minh,195732,185630,180175,59.0,2,1910000000.0,bds,32372881.355932202
390,empire-city-thu-thiem,duong-mai-chi-tho,phuong-thu-thiem,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772623,772629,180175,100.0,2,16600000000.000002,bds,166000000.00000003
391,picity-high-park,duong-thanh-xuan-13,phuong-thanh-xuan,quan-12,thanh-pho-ho-chi-minh,195456,183289,180175,57.0,2,2050000000.0,bds,35964912.28070176
394,fuji-residence,duong-do-xuan-hop,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,55.0,1,1850000000.0,bds,33636363.63636363
395,the-rivana,duong-quoc-lo-13,phuong-vinh-phu,thanh-pho-thuan-an,tinh-binh-duong,359433,345945,345944,71.0,2,2290000000.0,bds,32253521.126760565
396,gem-park-hai-phong,duong-hong-bang,phuong-so-dau,quan-hong-bang,thanh-pho-hai-phong,195764,152793,152792,47.0,2,1800000000.0,bds,38297872.34042553
397,green-town-binh-tan,nan,phuong-binh-hung-hoa-b,quan-binh-tan,thanh-pho-ho-chi-minh,195681,184894,180175,53.0,2,1650000000.0,bds,31132075.471698113
403,hateco-laroma,duong-huynh-thuc-khang,phuong-lang-thuong,quan-dong-da,thanh-pho-ha-noi,195302,149387,148873,100.0,2,7000000000.0,bds,70000000.0
404,goldmark-city,duong-ho-tung-mau,phuong-phu-dien,quan-bac-tu-liem,thanh-pho-ha-noi,195397,149087,148873,104.0,3,4500000000.0,bds,43269230.76923077
409,khu-do-thi-thanh-ha-muong-thanh,nan,phuong-kien-hung,quan-ha-dong,thanh-pho-ha-noi,195410,149779,148873,66.0,2,1520000000.0,bds,23030303.03030303
410,indochina-plaza-hanoi,duong-xuan-thuy,phuong-dich-vong-hau,quan-cau-giay,thanh-pho-ha-noi,195295,149252,148873,145.0,3,8000000000.0,bds,55172413.79310345
411,the-zenpark,duong-dong-du-1,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,32.0,1,950000000.0,bds,29687500.0
412,thong-nhat-complex,duong-nguyen-tuan,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,122.0,3,5900000000.0,bds,48360655.73770492
413,fiato-premier,duong-to-ngoc-van,phuong-tam-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772599,772629,180175,116.0,3,4872000000.0,bds,42000000.0
414,vinhomes-central-park,duong-dien-bien-phu,phuong-22,quan-binh-thanh,thanh-pho-ho-chi-minh,195525,184576,180175,82.0,2,5500000000.0,bds,67073170.73170732
415,fresca-riverside,duong-so-6,phuong-binh-chieu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772586,772629,180175,70.0,2,2090000000.0,bds,29857142.85714286
416,chung-cu-bo-tong-tham-muu,duong-nhan-my,phuong-my-dinh-1,quan-nam-tu-liem,thanh-pho-ha-noi,195372,150671,148873,86.0,3,3150000000.0,bds,36627906.97674418
420,westgate,duong-tan-tuc,thi-tran-tan-tuc,huyen-binh-chanh,thanh-pho-ho-chi-minh,195732,185630,180175,85.0,3,3200000000.0,bds,37647058.823529415
425,sadora-sala,duong-mai-chi-tho,phuong-an-loi-dong,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772615,772629,180175,113.0,3,9000000000.0,bds,79646017.69911504
426,waterina-suites,duong-nguyen-co-thach,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,130.0,3,12000000000.0,bds,92307692.3076923
427,the-infiniti-riviera-point,duong-huynh-tan-phat,phuong-tan-phu,quan-7,thanh-pho-ho-chi-minh,195696,182215,180175,121.57,3,7560000000.0,bds,62186394.6697376
428,khu-do-thi-my-dinh-song-da-sudico,duong-pham-hung,phuong-my-dinh-1,quan-nam-tu-liem,thanh-pho-ha-noi,195372,150671,148873,110.0,3,3850000000.0,bds,35000000.0
429,la-astoria,duong-nguyen-duy-trinh,phuong-binh-trung-tay,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772618,772629,180175,140.0,3,3900000000.0,bds,27857142.85714286
430,vinhomes-ocean-park-gia-lam,nan,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,55.0,2,1650000000.0,bds,30000000.0
431,xi-grand-court,pho-ly-thuong-kiet,phuong-14,quan-10,thanh-pho-ho-chi-minh,195590,183017,180175,70.0,2,4900000000.0,bds,70000000.0
432,green-park-tran-thu-do,duong-tran-thu-do,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,53.0,2,2100000000.0,bds,39622641.50943396
434,kdt-tay-ho-tay-starlake-ha-noi,nan,phuong-xuan-la,quan-tay-ho,thanh-pho-ha-noi,195273,150889,148873,101.0,3,8000000000.0,bds,79207920.79207921
435,riverside-residence,duong-nguyen-luong-bang-1,phuong-tan-phu,quan-7,thanh-pho-ho-chi-minh,195696,182215,180175,180.0,4,9000000000.0,bds,50000000.0
436,masteri-centre-point,duong-nguyen-xien,phuong-long-thanh-my,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772604,772629,180175,54.0,1,2990000000.0,bds,55370370.37037037
437,westgate,duong-tan-tuc,thi-tran-tan-tuc,huyen-binh-chanh,thanh-pho-ho-chi-minh,195732,185630,180175,113.0,3,4500000000.0,bds,39823008.84955752
439,goldseason,duong-nguyen-tuan,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,90.0,3,4500000000.0,bds,50000000.0
441,bcons-city,duong-thong-nhat,phuong-dong-hoa,thanh-pho-di-an,tinh-binh-duong,728778,728081,345944,51.0,2,1530000000.0,bds,30000000.0
442,eurowindow-multi-complex,duong-tran-duy-hung,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,101.0,3,5700000000.0,bds,56435643.56435644
443,the-panorama,duong-ton-dat-tien,phuong-tan-phong,quan-7,thanh-pho-ho-chi-minh,195697,182215,180175,141.0,3,8500000000.0,bds,60283687.94326241
444,the-park-home,duong-thanh-thai,phuong-dich-vong,quan-cau-giay,thanh-pho-ha-noi,195294,149252,148873,80.0,2,4640000000.0,bds,58000000.0
446,khu-do-thi-trung-hoa-nhan-chinh,pho-hoang-dao-thuy,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,64.0,2,3200000000.0,bds,50000000.0
448,the-era-town,nan,phuong-phu-my,quan-7,thanh-pho-ho-chi-minh,195698,182215,180175,67.0,2,1530000000.0,bds,22835820.89552239
450,sunrise-city-view,duong-nguyen-huu-tho,phuong-tan-hung,quan-7,thanh-pho-ho-chi-minh,195692,182215,180175,99.0,3,4400000000.0,bds,44444444.44444445
452,eurowindow-multi-complex,duong-tran-duy-hung,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,100.0,3,5700000000.0,bds,57000000.0
454,fpt-city-da-nang,duong-vo-chi-cong,phuong-hoa-hai,quan-ngu-hanh-son,thanh-pho-da-nang,357487,277900,277892,56.0,2,1450000000.0,bds,25892857.14285714
458,river-panorama,duong-hoang-quoc-viet,phuong-phu-thuan,quan-7,thanh-pho-ho-chi-minh,195695,182215,180175,114.0,3,3800000000.0,bds,33333333.333333332
459,hoang-thanh-pearl,duong-nguyen-van-giap,phuong-cau-dien,quan-nam-tu-liem,thanh-pho-ha-noi,195369,150671,148873,114.22,3,6400000000.0,bds,56032218.52565225
462,hoang-thanh-pearl,duong-nguyen-van-giap,phuong-cau-dien,quan-nam-tu-liem,thanh-pho-ha-noi,195369,150671,148873,79.0,2,4400000000.0,bds,55696202.531645566
463,thang-long-number-one,nan,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,116.9,3,4325300000.0,bds,37000000.0
465,the-canopy-residences-vinhomes-smart-city,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,70.0,2,3500000000.0,bds,50000000.0
466,scenic-valley-1,duong-ton-dat-tien,phuong-tan-phu,quan-7,thanh-pho-ho-chi-minh,195696,182215,180175,77.0,2,4000000000.0,bds,51948051.948051944
467,happy-valley,duong-nguyen-van-linh,phuong-tan-phong,quan-7,thanh-pho-ho-chi-minh,195697,182215,180175,135.0,3,6300000000.0,bds,46666666.666666664
468,fpt-city-da-nang,duong-vo-chi-cong,phuong-hoa-hai,quan-ngu-hanh-son,thanh-pho-da-nang,357487,277900,277892,70.0,-1,1700000000.0,bds,24285714.285714287
473,the-sun-avenue,duong-mai-chi-tho,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,73.0,2,3700000000.0,bds,50684931.50684932
474,vista-verde,duong-phan-van-dang,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,82.0,2,5000000000.0,bds,60975609.75609756
476,zenity,duong-vo-van-kiet,phuong-cau-kho,quan-1,thanh-pho-ho-chi-minh,195455,180176,180175,94.5,2,7770000000.0,bds,82222222.22222222
477,khu-do-thi-yen-hoa,duong-duong-dinh-nghe,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,97.0,2,3000000000.0,bds,30927835.05154639
482,empire-city-thu-thiem,duong-mai-chi-tho,phuong-thu-thiem,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772623,772629,180175,83.0,2,10000000000.0,bds,120481927.71084337
483,khai-son-city,nan,phuong-ngoc-thuy,quan-long-bien,thanh-pho-ha-noi,195278,150530,148873,167.0,-1,7950000000.0,bds,47604790.41916168
484,the-rivana,duong-quoc-lo-13,phuong-vinh-phu,thanh-pho-thuan-an,tinh-binh-duong,359433,345945,345944,70.0,2,2100000000.0,bds,30000000.0
485,luxgarden,duong-nguyen-van-quy,phuong-phu-thuan,quan-7,thanh-pho-ho-chi-minh,195695,182215,180175,69.0,2,2250000000.0,bds,32608695.652173914
489,vinhomes-central-park,duong-dien-bien-phu,phuong-22,quan-binh-thanh,thanh-pho-ho-chi-minh,195525,184576,180175,82.0,2,4700000000.0,bds,57317073.17073171
493,le-grand-jardin-sai-dong,duong-huynh-van-nghe,phuong-sai-dong,quan-long-bien,thanh-pho-ha-noi,195286,150530,148873,76.72,2,3300000000.0,bds,43013555.787278414
494,khai-son-city,nan,phuong-ngoc-thuy,quan-long-bien,thanh-pho-ha-noi,195278,150530,148873,119.7,3,4400000000.0,bds,36758563.07435255
495,mipec-city-view,duong-hoang-cong,phuong-kien-hung,quan-ha-dong,thanh-pho-ha-noi,195410,149779,148873,55.0,2,1900000000.0,bds,34545454.54545455
497,ha-noi-paragon,duong-tran-quoc-vuong,phuong-dich-vong-hau,quan-cau-giay,thanh-pho-ha-noi,195295,149252,148873,138.0,3,5520000000.0,bds,40000000.0
499,ehome-southgate,duong-dt-830,xa-an-thanh-3,huyen-cu-lao-dung,tinh-soc-trang,360695,348891,348886,51.0,2,1050000000.0,bds,20588235.29411765
501,the-zei-my-dinh,duong-le-duc-tho,phuong-my-dinh-2,quan-nam-tu-liem,thanh-pho-ha-noi,195373,150671,148873,258.0,4,18500000000.0,bds,71705426.35658915
502,an-binh-city,duong-pham-van-dong,phuong-co-nhue-1,quan-bac-tu-liem,thanh-pho-ha-noi,195395,149087,148873,83.0,3,4000000000.0,bds,48192771.084337346
503,viha-complex,duong-nguyen-tuan,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,72.0,2,4400000000.0,bds,61111111.11111111
504,vinhomes-ocean-park-gia-lam,nan,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,46.7,1,1490000000.0,bds,31905781.58458244
